id;genres;id_imdb;popularity;title;vote_average;vote_count;director
4139;['thriller', 'horror'];50698;13222268;Grave Encounters;61;381;colinminihan
4140;['horror'];115210;7,44771E+16;Stitches;55;92;conormcmahon
4141;['crime', 'drama', 'horror'];34335;968793;Nine Dead;52;84;chrisshadley
4142;['documentary'];459488;50625;To Be Frank, Sinatra at 100;0;0;simonnapier-bell
4143;['comedy'];11302;5941852;Bananas;67;165;woodyallen
4144;['thriller'];119458;174311;Supercapitalist;35;2;simonyin
4145;['action', 'adventure', 'drama'];20406;361554;Rockaway;58;2;jeffcrook
4146;['crime', 'drama', 'mystery'];3766;8,05508E+15;The Lady from Shanghai;72;102;orsonwelles
4147;['horror', 'thriller'];18616;4346271;No Man's Land: The Rise of Reeker;44;27;davepayne
4148;['action', 'adventure', 'drama'];18808;3419685;Highway;56;37;jamescox
4149;['comedy', 'crime'];95755;5100741;Small Apartments;57;50;jonasÃ¥kerlund
4150;['comedy'];198062;2253589;Coffee Town;67;45;bradcopeland
4151;['comedy', 'fantasy', 'music'];188652;209475;The Ghastly Love of Johnny X;66;8;paulbunnell
4152;['comedy', 'drama'];174311;3613577;All Is Bright;53;36;philmorrison
4153;['mystery', 'horror', 'history'];12602;1296784;The Torture Chamber of Dr. Sadism;63;12;haraldreinl
4154;['comedy', 'drama'];153795;4,50829E+15;Straight A's;52;46;jamescox
4155;['comedy', 'music'];17768;8,9021E+15;A Funny Thing Happened on the Way to the Forum;61;24;richardlester
4156;['documentary'];13516;1619635;Slacker Uprising;59;10;michaelmoore
4157;['action', 'adventure', 'history'];98549;1002585;The Legend of Hell's Gate: An American Conspiracy;39;8;tannerbeard
4158;['sciencefiction', 'comedy'];312793;1332804;The Walking Deceased;42;35;scottdow
4159;['thriller', 'mystery', 'horror'];309919;200163;The Curse of Downers Grove;44;24;derickmartini
4160;['thriller'];299553;1187764;Shark Lake;44;19;jerrydugan
4161;['crime', 'drama'];21309;6463806;River's Edge;67;59;timhunter
4162;['fantasy', 'drama', 'sciencefiction'];32235;1,98027E+16;Northfork;67;24;michaelpolish
4163;['thriller', 'action'];329540;3,69612E+16;The Marine 4: Moving Target;58;49;williamkaufman
4164;['drama', 'thriller', 'mystery'];26388;32841229;Buried;66;827;rodrigocortÃ©s
4165;['drama', 'comedy', 'romance'];49020;8,51887E+15;Submarine;74;443;richardayoade
4166;['documentary', 'drama', 'history'];159037;4892203;The Square;78;55;jehanenoujaim
4167;['drama'];12838;4665026;One to Another;58;12;jean-marcbarr
4168;['drama', 'music'];157293;1294967;ABCD (Any Body Can Dance);56;10;remod'souza
4169;['thriller', 'documentary', 'crime'];14048;1,4332E+16;Man on Wire;75;275;jamesmarsh
4170;['drama', 'thriller'];356987;3068463;Abandoned;58;27;johnlaing
4171;['drama'];295886;1367751;Brotherly Love;69;21;jamalhill
4172;['horror', 'drama', 'thriller'];38358;1,4839E+16;The Last Exorcism;56;328;danielstamm
4173;['drama'];33511;1950959;Nowhere Boy;72;244;samtaylor-johnson
4174;['drama'];702;14884756;A Streetcar Named Desire;76;281;eliakazan
4175;['drama', 'comedy', 'war'];935;41996783;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;80;1442;stanleykubrick
4176;['drama', 'romance'];542;2,17943E+16;The Crime of Padre Amaro;62;36;carloscarrera
4177;['drama', 'fantasy'];84175;12471239;Beasts of the Southern Wild;68;403;benhzeitlin
4178;['action', 'sciencefiction'];1705;1,33154E+16;Battle for the Planet of the Apes;55;215;j.leethompson
4179;['drama', 'music'];62677;3363321;Songcatcher;56;9;maggiegreenwald
4180;['drama', 'thriller'];50875;1,6991E+16;Higher Ground;53;14;verafarmiga
4181;['comedy', 'romance'];260778;320387;Vaalu;67;5;vijaychandar
4182;['comedy', 'documentary'];58492;692497;The Greatest Movie Ever Sold;64;88;morganspurlock
4183;['comedy'];44562;2,3436E+16;Ed and His Dead Mother;55;12;jonathanwacks
4184;['adventure', 'drama', 'foreign'];37232;749699;Travellers and Magicians;68;9;khyentsenorbu
4185;['western'];4929;11756943;Hang 'em High;67;192;tedpost
4186;['crime', 'drama'];36334;225627;Deadline - U.S.A.;69;17;richardbrooks
4187;['horror', 'thriller'];9783;6833164;Sublime;53;33;tonykrantz
4188;['thriller', 'comedy', 'horror'];386826;60127;A Beginner's Guide to Snuff;0;0;mitchellaltieri
4189;['action', 'sciencefiction'];205126;1,95941E+16;Independence Daysaster;42;22;w.d.hogan
4190;['comedy', 'romance'];98557;2,1544E+16;Dysfunctional Friends;50;4;coreygrant
4191;['action', 'drama', 'thriller'];104;2736562;Run Lola Run;72;664;tomtykwer
4192;['drama', 'horror', 'thriller'];10894;8650779;May;63;152;luckymckee
4193;['adventure', 'family'];246449;2492747;Against the Wild;49;19;richardboddington
4194;['drama'];32579;2,75644E+16;Under the Same Moon;70;28;patriciariggen
4195;['action', 'sciencefiction'];1688;1,88287E+16;Conquest of the Planet of the Apes;61;236;j.leethompson
4196;['drama', 'thriller'];1999;6,97964E+16;In the Bedroom;64;89;toddfield
4197;['thriller', 'crime', 'horror'];43947;26281839;I Spit on Your Grave;63;519;stevenr.monroe
4198;['comedy', 'crime'];24066;2079125;Happy, Texas;55;39;markillsley
4199;['drama', 'thriller', 'romance'];9709;3939753;My Summer of Love;60;59;paweÅ‚pawlikowski
4200;['drama', 'romance'];191714;14017809;The Lunchbox;73;221;riteshbatra
4201;['drama', 'romance'];25312;3677831;Yes;59;7;sallypotter
4202;['comedy', 'romance'];34106;3426314;You Can't Take It With You;72;79;frankcapra
4203;['war', 'drama', 'romance'];11426;6915201;From Here to Eternity;72;133;fredzinnemann
4204;['western'];13909;8535178;She Wore a Yellow Ribbon;71;61;johnford
4205;['drama', 'music'];206284;2160586;Grace Unplugged;60;24;bradj.silverman
4206;['comedy', 'drama'];27455;796009;Foolish;63;3;davemeyers
4207;['drama', 'crime', 'thriller'];66468;1,3456E+16;N-Secure;43;4;davidm.matthews
4208;['drama', 'comedy', 'romance'];7973;4554574;Caramel;68;52;nadinelabaki
4209;['thriller', 'horror'];283686;3215465;Out of the Dark;46;55;lluÃ­squÃ­lez
4210;['drama', 'romance'];15976;1,49436E+16;The Bubble;76;20;eytanfox
4211;['crime', 'drama', 'mystery'];592;20810292;The Conversation;75;372;francisfordcoppola
4212;['romance'];74084;122704;Dil Jo Bhi Kahey...;0;0;romeshsharma
4213;['crime', 'drama', 'romance'];1651;3654018;Mississippi Mermaid;67;32;franÃ§oistruffaut
4214;['drama', 'mystery'];25428;3313339;I Love Your Work;65;2;adamgoldberg
4215;['horror'];298584;5,37932E+15;Cabin Fever;44;111;traviszariwny
4216;['comedy'];10758;9,67299E+15;Waitress;67;129;adrienneshelly
4217;['action'];11690;1749699;Bloodsport;66;363;newtarnold
4218;['comedy', 'drama'];3083;122624;Mr. Smith Goes to Washington;79;241;frankcapra
4219;['drama', 'crime'];9344;1,3292E+16;Kids;68;279;larryclark
4220;['comedy', 'drama'];10707;13788054;The Squid and the Whale;69;226;noahbaumbach
4221;['comedy'];15647;3990215;Kissing Jessica Stein;59;48;charlesherman-wurmfeld
4222;['action', 'drama'];308529;6,52659E+15;Kickboxer: Vengeance;45;99;johnstockwell
4223;['drama', 'mystery', 'thriller'];4174;1,11459E+16;Spellbound;73;160;alfredhitchcock
4224;['drama', 'mystery'];20156;5446832;Exotica;65;64;atomegoyan
4225;['romance', 'comedy', 'crime'];9464;10009994;Buffalo '66;71;166;vincentgallo
4226;['horror', 'thriller'];49018;58594852;Insidious;68;1737;jameswan
4227;['comedy', 'crime', 'sciencefiction'];13820;1,13534E+16;Repo Man;67;144;alexcox
4228;['crime', 'drama', 'thriller'];18079;8589355;Nine Queens;74;153;fabiÃ¡nbielinsky
4229;['documentary'];127918;2828303;The Gatekeepers;65;39;drormoreh
4230;['drama'];17113;3618646;The Ballad of Jack and Rose;65;43;rebeccamiller
4231;['comedy', 'romance'];129139;15017068;The To Do List;55;342;maggiecarey
4232;['action', 'crime', 'drama'];507;5817519;Killing Zoe;61;111;rogeravary
4233;['drama'];4012;9856826;The Believer;68;151;henrybean
4234;['drama', 'romance'];14054;4,26237E+15;Snow Angels;65;48;davidgordongreen
4235;['thriller', 'action', 'horror'];323271;6,124E+16;Unsullied;30;1;simeonrice
4236;['horror', 'mystery'];10972;11064228;Session 9;62;251;bradanderson
4237;['comedy', 'romance'];13066;1,74238E+16;I Want Someone to Eat Cheese With;57;12;jeffgarlin
4238;['drama'];66025;414754;Mooz-lum;45;3;qasimbasir
4239;['comedy', 'horror'];11908;12677016;Hatchet;57;159;adamgreen
4240;['drama', 'comedy'];3082;2827648;Modern Times;81;856;charliechaplin
4241;['drama', 'family', 'comedy'];39541;87066;Stolen Summer;64;9;petejones
4242;['comedy', 'horror'];1961;75591;My Name Is Bruce;59;107;brucecampbell
4243;['comedy'];51820;2,02817E+16;The Salon;35;1;markbrown
4244;['comedy'];291362;8,59014E+15;Road Hard;66;8;adamcarolla
4245;['drama', 'romance'];30082;71377;Forty Shades of Blue;60;2;irasachs
4246;['drama', 'history', 'war'];72913;193172;Amigo;60;2;johnsayles
4247;['horror', 'mystery', 'sciencefiction'];23963;4680206;Pontypool;66;183;brucemcdonald
4248;['drama'];29406;120173;Trucker;68;16;jamesmottern
4249;['romance', 'comedy', 'drama'];361505;94105;Me You and Five Bucks;100;2;
4250;['horror', 'thriller'];104755;14504326;The Lords of Salem;51;242;robzombie
4251;['horror', 'comedy', 'thriller'];253306;10322858;Housebound;65;358;gerardjohnstone
4252;['documentary'];29595;1404175;Wal-Mart: The High Cost of Low Price;69;24;robertgreenwald
4253;['comedy', 'drama', 'fantasy'];46729;77876;Fetching Cody;68;6;davidray
4254;['drama', 'comedy'];294600;35819;Last I Heard;60;1;davidrodriguez
4255;['comedy', 'drama'];137347;9159265;Closer to the Moon;64;13;naecaranfil
4256;['sciencefiction'];290370;1,8937E+16;Mutant World;26;9;davidwinning
4257;['comedy', 'family', 'drama'];426469;71087;Growing Up Smith;74;7;franklotito
4258;['thriller', 'action', 'crime'];356841;1105357;Checkmate;42;13;timothywoodwardjr.
4259;['drama', 'mystery', 'horror'];301325;2815228;#Horror;33;52;tarasubkoff
4260;['action', 'horror', 'thriller'];347755;446858;Wind Walkers;75;6;russellfriedenberg
4261;['fantasy', 'animation', 'family'];408;80171283;Snow White and the Seven Dwarfs;69;1914;davidhand
4262;['drama', 'foreign'];44413;6,84881E+15;The Holy Girl;68;10;lucreciamartel
4263;['western'];39209;3598457;Shalako;54;12;edwarddmytryk
4264;['adventure', 'comedy', 'horror'];48463;1452152;Incident at Loch Ness;59;18;zakpenn
4265;['drama'];394047;1193219;The Dog Lover;53;6;alexranarivelo
4266;['horror', 'thriller'];312791;8039223;GirlHouse;52;97;jonknautz
4267;['drama', 'crime', 'thriller'];266034;2486992;The Blue Room;62;32;mathieuamalric
4268;['thriller', 'horror'];280381;43049;House at the End of the Drive;0;0;davidworth
4269;['comedy', 'crime'];100;16032594;Lock, Stock and Two Smoking Barrels;75;1648;guyritchie
4270;['western'];218500;592821;The Ballad of Gregorio Cortez;0;0;robertm.young
4271;['drama'];309;10240917;The Celebration;77;207;thomasvinterberg
4272;['comedy', 'drama'];27845;3443916;Trees Lounge;67;51;stevebuscemi
4273;['drama'];25784;7,2066E+15;Journey from the Fall;50;1;hamtran
4274;['drama'];52790;430758;The Basket;65;6;richcowan
4275;['horror', 'comedy'];100275;143784;Eddie: The Sleepwalking Cannibal;61;30;borisrodriguez
4276;['drama', 'action'];295914;77873;Queen of the Mountains;0;0;sadyksher-niyaz
4277;['sciencefiction'];42033;319792;Def-Con 4;28;10;pauldonovan
4278;['action', 'comedy'];19187;1600797;The Hebrew Hammer;59;18;jonathankesselman
4279;['comedy', 'romance'];46415;2,85131E+16;Neal 'n' Nikki;23;4;arjunsablok
4280;['comedy'];38570;5628399;The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;32;34;craigmoss
4281;['drama', 'horror', 'romance'];27588;5065752;Forget Me Not;50;66;tyleroliver
4282;['drama', 'mystery'];223;18426825;Rebecca;77;336;alfredhitchcock
4283;['horror', 'thriller'];9725;16517777;Friday the 13th Part 2;60;315;steveminer
4284;['drama'];28580;6903314;The Lost Weekend;74;112;billywilder
4285;['horror', 'sciencefiction'];23730;445544;C.H.U.D.;53;62;douglascheek
4286;['drama'];84197;106949;Filly Brown;59;10;michaeld.olmos
4287;['adventure', 'animation', 'comedy'];46256;165909;The Lion of Judah;58;2;deryckbroom
4288;['crime', 'drama', 'thriller'];19997;9903992;Niagara;67;79;henryhathaway
4289;['drama'];43266;7,70019E+15;How Green Was My Valley;68;72;johnford
4290;['thriller', 'comedy', 'romance'];278316;4480579;Da Sweet Blood of Jesus;41;13;spikelee
4291;['drama'];1412;10869492;Sex, Lies, and Videotape;67;185;stevensoderbergh
4292;['horror', 'mystery', 'crime'];176;6,3656E+16;Saw;72;2184;jameswan
4293;['comedy', 'crime', 'mystery'];39939;16312803;Super Troopers;66;362;jaychandrasekhar
4294;[];357834;2,5364E+16;The Algerian;0;0;giovannizelko
4295;['comedy', 'drama'];215924;1,47341E+16;The Amazing Catfish;57;17;claudiasainte-luce
4296;['comedy', 'drama', 'romance'];480;8109958;Monsoon Wedding;68;57;miranair
4297;['drama', 'romance'];14295;7142448;You Can Count on Me;68;88;kennethlonergan
4298;['comedy', 'mystery', 'thriller'];11219;6,92087E+15;The Trouble with Harry;69;149;alfredhitchcock
4299;['comedy'];20770;4826908;But I'm a Cheerleader;65;101;jamiebabbit
4300;['drama'];176124;3085411;Home Run;63;24;davidboyd
4301;['crime', 'thriller'];500;66925866;Reservoir Dogs;80;3697;quentintarantino
4302;['drama', 'family', 'fantasy'];60400;1280733;The Blue Bird;64;8;walterlang
4303;['western'];429;88377076;The Good, the Bad and the Ugly;81;2311;sergioleone
4304;['drama'];310569;9683622;The Second Mother;78;165;annamuylaert
4305;['drama', 'comedy'];98369;16116;Blue Like Jazz;58;25;stevetaylor
4306;['comedy', 'music'];114065;2386;Down & Out With The Dolls;0;0;
4307;['documentary'];89750;97913;Pink Ribbons, Inc.;68;6;lÃ©apool
4308;['comedy'];49951;47781;Certifiably Jonathan;0;0;jamesdavidpasternak
4309;['drama', 'romance'];86331;2,04222E+16;Desire;41;140;laurentbouhnik
4310;['drama', 'comedy'];355629;21678;The Blade of Don Juan;0;0;tomsanchez
4311;['crime', 'comedy', 'drama'];16433;1998557;Grand Theft Parsons;60;11;davidcaffrey
4312;['comedy'];15544;8148187;Extreme Movie;39;44;adamjayepstein
4313;['action', 'adventure', 'drama'];43884;2968235;The Charge of the Light Brigade;68;18;michaelcurtiz
4314;['thriller', 'horror'];107315;136514;Below Zero;44;12;justinthomasostensen
4315;[];137955;57564;Crowsnest;48;12;
4316;['action', 'adventure', 'comedy'];13064;8001156;Airborne;61;20;robbowman
4317;['action', 'adventure'];59917;1079125;Cotton Comes to Harlem;67;13;ossiedavis
4318;['horror'];157422;1906151;The Wicked Within;42;26;jayalaimo
4319;['horror'];310933;100533;Bleeding Hearts;20;1;dylanbank
4320;['comedy'];7553;10230583;Waiting...;62;237;robmckittrick
4321;['drama', 'thriller', 'crime'];12877;12818441;Dead Man's Shoes;72;151;shanemeadows
4322;['comedy', 'horror'];39895;1220072;From a Whisper to a Scream;68;15;jeffburr
4323;['documentary'];102840;14406;Sex With Strangers;50;1;
4324;['horror'];55616;552361;Dracula: Pages from a Virgin's Diary;69;8;guymaddin
4325;['drama'];29697;147886;Faith Like Potatoes;60;9;regardtvandenbergh
4326;['fantasy', 'sciencefiction', 'horror'];50037;7717237;Beyond the Black Rainbow;57;77;panoscosmatos
4327;['action', 'thriller', 'crime'];94329;40285095;The Raid;73;1055;garethevans
4328;['horror', 'sciencefiction', 'action'];53502;249457;The Dead Undead;31;6;matthewr.anderson
4329;['horror', 'documentary', 'mystery'];202604;447166;The Vatican Exorcisms;44;11;joemarino
4330;['drama', 'romance'];289;43729123;Casablanca;79;1422;michaelcurtiz
4331;['horror', 'thriller'];27374;4653047;Lake Mungo;61;90;joelanderson
4332;['drama', 'comedy', 'romance'];26815;3000435;Rocket Singh: Salesman of the Year;70;27;shimitamin
4333;['adventure', 'drama', 'sciencefiction'];811;11095414;Silent Running;63;177;douglastrumbull
4334;['drama'];1366;7219808;Rocky;75;1791;johng.avildsen
4335;['drama'];244776;926084;The Sleepwalker;41;7;monalerche
4336;['adventure', 'comedy', 'history'];5769;2833166;Tom Jones;61;39;tonyrichardson
4337;['horror', 'thriller'];277685;4,19723E+16;Unfriended;55;1047;levangabriadze
4338;['crime', 'drama'];103;58845025;Taxi Driver;80;2535;martinscorsese
4339;['drama', 'horror'];11298;6,53286E+16;The Howling;64;161;joedante
4340;['adventure', 'action', 'thriller'];646;48901542;Dr. No;69;940;terenceyoung
4341;['horror', 'thriller'];93856;20649145;Chernobyl Diaries;49;483;bradleyparker
4342;['horror'];9003;22583834;Hellraiser;69;449;clivebarker
4343;['drama'];347126;696858;God's Not Dead 2;57;72;haroldcronk
4344;['horror', 'thriller'];10092;6926926;Cry_Wolf;56;126;jeffwadlow
4345;['adventure', 'horror', 'action'];10643;3322721;Godzilla 2000;59;43;takaookawara
4346;['drama', 'romance'];46705;26881611;Blue Valentine;69;890;derekcianfrance
4347;['drama'];546;9773398;Transamerica;69;144;duncantucker
4348;['thriller', 'horror'];76487;13152822;The Devil Inside;46;262;williambrentbell
4349;['comedy', 'drama', 'thriller'];5722;4289003;Beyond the Valley of the Dolls;66;53;russmeyer
4350;['drama', 'action', 'western'];39833;1444258;Love Me Tender;55;21;robertd.webb
4351;['documentary'];1781;1,4139E+16;An Inconvenient Truth;67;251;davisguggenheim
4352;['action', 'drama', 'history'];18712;3,851E+16;Sands of Iwo Jima;62;33;allandwan
4353;['documentary', 'music'];7944;2162522;Shine a Light;72;44;martinscorsese
4354;['action', 'adventure', 'horror'];171424;1,78452E+16;The Green Inferno;50;349;eliroth
4355;['drama', 'romance', 'family'];361475;4,2583E+16;Departure;75;12;andrewsteggall
4356;['drama', 'romance', 'comedy'];113947;9115486;The Sessions;66;179;benlewin
4357;['documentary'];18570;1,50172E+16;Food, Inc.;74;217;robertkenner
4358;['drama'];83860;186221;October Baby;68;35;andrewerwin
4359;['comedy', 'drama', 'romance'];41469;1334481;Next Stop Wonderland;60;20;bradanderson
4360;['drama'];244772;15699363;The Skeleton Twins;67;292;craigjohnson
4361;['drama', 'thriller'];50837;17806082;Martha Marcy May Marlene;67;277;seandurkin
4362;['comedy', 'romance'];248774;1012895;Obvious Child;67;187;gillianrobespierre
4363;['drama'];10183;4805651;Frozen River;67;99;courtneyhunt
4364;['documentary', 'music'];159014;5,24796E+15;20 Feet from Stardom;74;85;morganneville
4365;['drama', 'romance'];32456;486805;Two Girls and a Guy;54;24;jamestoback
4366;['comedy', 'drama', 'romance'];49963;3,67312E+16;Walking and Talking;66;7;nicoleholofcener
4367;['documentary'];13508;5,32318E+16;Who Killed the Electric Car?;72;59;chrispaine
4368;['comedy', 'drama', 'romance'];22597;3,42416E+16;The Broken Hearts Club: A Romantic Comedy;63;25;gregberlanti
4369;['comedy', 'horror', 'thriller'];9707;9954848;Bubba Ho-tep;67;191;doncoscarelli
4370;['drama'];37532;29245;Slam;67;7;marclevin
4371;['crime', 'drama', 'mystery'];26791;2,80083E+16;Brigham City;73;4;richarddutcher
4372;['drama', 'foreign', 'romance'];56666;43023;Fiza;61;7;khalidmohammed
4373;['comedy'];8675;506516;Orgazmo;62;115;treyparker
4374;['drama', 'romance'];13132;365924;All the Real Girls;59;30;davidgordongreen
4375;['comedy'];47686;9,48316E+15;Dream with the Fishes;77;10;
4376;['drama'];46989;6,72695E+15;Blue Car;67;13;karenmoncrieff
4377;['drama'];192132;16570708;Palo Alto;64;348;giacoppola
4378;['crime', 'drama'];24424;51799;Ajami;68;27;scandarcopti
4379;['comedy', 'drama', 'fantasy'];13198;8542921;Wristcutters: A Love Story;67;160;gorandukic
4380;['sciencefiction', 'drama'];244267;37555398;I Origins;75;1063;mikecahill
4381;['comedy', 'drama', 'romance'];21413;520209;The Battle of Shaker Heights;56;17;kylerankin
4382;['documentary'];123678;8887411;The Act of Killing;75;210;joshuaoppenheimer
4383;['documentary'];13362;7,48565E+15;Taxi to the Dark Side;66;53;alexgibney
4384;['documentary'];39183;436148;Once in a Lifetime: The Extraordinary Story of the New York Cosmos;47;3;paulcrowder
4385;['drama'];62402;30253;Guiana 1838;28;3;rohitjagessar
4386;[];206412;6,90089E+15;Lisa Picard Is Famous;40;1;griffindunne
4387;['drama', 'adventure', 'documentary'];201132;1883947;Antarctica: A Year on Ice;72;29;anthonypowell
4388;['documentary'];251471;1631274;A LEGO Brickumentary;64;55;kiefdavidson
4389;['drama', 'action'];112456;341461;Hardflip;47;5;johnnyremo
4390;['thriller'];20296;8,87821E+15;Chocolate: Deep Dark Secrets;34;6;vivekagnihotri
4391;['mystery', 'horror'];25983;8,62849E+15;The House of the Devil;60;197;tiwest
4392;['comedy', 'thriller', 'crime'];66195;6507094;The Perfect Host;62;135;nicktomnay
4393;['comedy', 'crime'];16155;1,19073E+16;Safe Men;63;16;johnhamburg
4394;['romance', 'drama', 'crime'];46727;340019;Speedway Junky;52;7;nickolasperry
4395;['comedy', 'drama'];55180;678475;The Last Big Thing;60;3;danzukovic
4396;['action', 'comedy'];29015;9,05545E+15;The Specials;55;11;craigmazin
4397;['comedy', 'romance'];91122;1,08468E+16;16 to Life;44;5;beckysmith
4398;['crime', 'drama', 'romance'];18206;2175696;Alone With Her;62;20;ericnicholas
4399;['drama', 'sciencefiction'];320146;150211;Creative Control;54;25;benjamindickinson
4400;['drama', 'fantasy', 'sciencefiction'];13856;1260314;Special;66;32;halhaberman
4401;[];219716;547654;Sparkler;0;1;darrenstein
4402;['action', 'comedy', 'sciencefiction'];43630;206;The Helix... Loaded;48;2;
4403;['drama', 'action', 'thriller'];56491;429587;In Her Line of Fire;33;9;briantrenchard-smith
4404;['comedy', 'drama'];99826;98351;The Jimmy Show;80;1;frankwhaley
4405;['crime', 'drama'];186935;3629777;Heli;62;32;amatescalante
4406;['family', 'comedy'];357441;6,0003E+16;Karachi se Lahore;80;1;
4407;['drama', 'romance'];19344;7145832;Loving Annabelle;64;55;katherinebrooks
4408;['drama', 'comedy'];242083;3638411;Hits;49;23;davidcross
4409;['action', 'crime', 'drama'];18869;1255771;Jimmy and Judy;54;8;randallrubin
4410;['comedy', 'romance'];26673;783842;Frat Party;35;4;robertbennett
4411;['drama'];41830;118324;The Party's Over;61;6;guyhamilton
4412;['drama'];37694;23681;Proud;55;3;marypatkelly
4413;['drama'];63287;2,94858E+16;The Poker House;61;47;loripetty
4414;[];335874;2,43853E+16;Childless;45;2;charlielevi
4415;['horror'];34592;1563711;ZMD: Zombies of Mass Destruction;47;31;kevinhamedani
4416;['horror', 'thriller'];92635;6,53495E+15;Snow White: A Deadly Summer;48;11;daviddecoteau
4417;['romance', 'drama'];258755;1233688;Hidden Away;76;26;mikelrueda
4418;['comedy', 'drama', 'romance'];96534;153625;My Last Day Without You;57;3;stefanc.schaefer
4419;['comedy', 'romance'];21283;328498;Steppin: The Movie;50;4;michaeltaliferro
4420;['western'];272724;4594;Doc Holliday's Revenge;32;3;daviddecoteau
4421;['thriller', 'horror'];84178;7207051;Black Rock;49;78;katieaselton
4422;['horror', 'thriller', 'mystery'];101179;6,67995E+16;Truth or Dare;57;117;robertheath
4423;['drama', 'thriller'];52462;1284741;The Pet;53;3;d.stevens
4424;['sciencefiction', 'drama', 'music'];269057;9,73323E+15;Bang Bang Baby;66;8;jeffreyst.jules
4425;['horror'];287524;1859965;Fear Clinic;40;42;roberthall
4426;['comedy', 'action', 'sciencefiction'];206213;3418372;Zombie Hunter;35;34;kevinking
4427;['drama'];248402;6,5434E+15;A Fine Step;41;7;jonathanmeyers
4428;['drama', 'romance', 'sciencefiction'];29146;1,78689E+16;Charly;66;28;ralphnelson
4429;['horror', 'thriller'];207769;7,31088E+15;Banshee Chapter;57;92;blairerickson
4430;['drama', 'mystery', 'thriller'];271185;8976128;Ask Me Anything;55;155;allisonburnett
4431;['comedy', 'romance'];29731;280829;And Then Came Love;50;1;richardschenkman
4432;['documentary'];292539;7,95698E+15;Food Chains;74;8;sanjayrawal
4433;['crime', 'drama'];654;1,60156E+16;On the Waterfront;80;357;eliakazan
4434;['comedy'];91070;5974156;L!fe Happens;53;66;katcoiro
4435;['drama'];2009;9270133;4 Months, 3 Weeks and 2 Days;73;156;cristianmungiu
4436;['horror'];323270;392658;The Horror Network Vol. 1;50;2;josephgraham
4437;['drama', 'thriller'];2652;25918007;Hard Candy;68;701;davidslade
4438;['drama', 'thriller'];9813;40971;The Quiet;61;73;jamiebabbit
4439;['drama'];60421;234239;Circumstance;74;23;maryamkeshavarz
4440;['drama'];157354;20967146;Fruitvale Station;73;390;ryancoogler
4441;['comedy', 'fantasy', 'thriller'];127867;1,06398E+16;The Brass Teapot;58;160;ramaamosley
4442;['animation', 'drama', 'family'];3170;47651878;Bambi;68;1405;davidhand
4443;['comedy'];14014;9,57022E+15;The Hammer;65;15;charlesherman-wurmfeld
4444;['drama', 'comedy', 'romance'];15708;5,42492E+16;Latter Days;67;56;c.jaycox
4445;['drama'];146882;7,254E+15;Elza;0;0;mariettemonpierre
4446;['drama'];215918;1,75885E+16;1982;50;1;tommyoliver
4447;['comedy'];84200;14238376;For a Good Time, Call...;58;110;jamietravis
4448;['comedy', 'drama', 'romance'];84184;9,43643E+15;Celeste & Jesse Forever;64;163;leetolandkrieger
4449;['comedy', 'drama', 'family'];45767;3,39757E+16;Time Changer;52;9;richchristiano
4450;['crime', 'drama', 'thriller'];14823;3060685;London to Brighton;65;34;paulandrewwilliams
4451;['action', 'comedy', 'sciencefiction'];367551;5023091;American Hero;50;62;nicklove
4452;['thriller', 'mystery'];343409;504251;Windsor Drive;20;1;nataliebible'
4453;['drama'];60243;12049373;A Separation;77;469;asgharfarhadi
4454;['comedy', 'drama', 'thriller'];57294;108135;Crying with Laughter;70;1;justinmolotnikov
4455;['comedy', 'drama'];11446;5870319;Welcome to the Dollhouse;69;103;toddsolondz
4456;['drama', 'romance'];47889;59424;Ruby in Paradise;56;10;victornunez
4457;['drama', 'romance'];25461;3,64366E+16;Raising Victor Vargas;78;13;petersollett
4458;['drama', 'thriller', 'romance'];905;1824184;Pandora's Box;76;45;g.w.pabst
4459;[];279759;6943;Harrison Montgomery;0;0;
4460;['drama', 'foreign'];78705;38706;Live-In Maid;78;3;jorgegaggero
4461;['action', 'drama', 'mystery'];25212;2171288;Deterrence;61;7;rodlurie
4462;['drama'];26899;5292536;The Mudge Boy;73;23;michaelburke
4463;['drama'];146269;4922;The Young Unknowns;0;0;catherinejelski
4464;['comedy'];292483;1186971;Not Cool;37;25;shanedawson
4465;['horror', 'comedy'];14451;11205726;Dead Snow;61;311;tommywirkola
4466;['action', 'adventure', 'drama'];10105;6003418;Saints and Soldiers;66;98;ryanlittle
4467;['horror', 'sciencefiction'];211557;3,22553E+16;Vessel;59;8;clarkbaker
4468;['comedy', 'drama'];838;1,93261E+16;American Graffiti;69;324;georgelucas
4469;['documentary'];40862;1517771;Iraq for Sale: The War Profiteers;80;6;robertgreenwald
4470;['animation', 'comedy'];13158;1,45315E+16;Aqua Teen Hunger Force Colon Movie Film for Theaters;65;35;davewillis
4471;['comedy', 'romance', 'sciencefiction'];84332;25186002;Safety Not Guaranteed;68;556;colintrevorrow
4472;['comedy', 'documentary'];74510;5,49883E+16;Kevin Hart: Laugh at My Pain;77;43;timstory
4473;['horror', 'thriller', 'crime'];74725;12203041;Kill List;60;210;benwheatley
